vidid,ad_view
VID_18939,9
VID_21036,238
VID_10672,9
VID_10391,6
VID_17485,1581
VID_9306,394
VID_819,248
VID_19915,10
VID_9189,497
VID_13475,275
VID_3698,60
VID_11842,13
VID_2057,34
VID_10444,5
VID_12534,15
VID_14143,52
VID_5637,61
VID_8689,4
VID_10135,7
VID_1726,10
VID_14122,221
VID_14080,7
VID_20129,807
VID_19564,43
VID_7206,1102
VID_2488,8431
VID_12342,10
VID_849,962
VID_11976,746
VID_9936,641
VID_6119,5
VID_23735,458
VID_6900,1346
VID_8143,3
VID_23689,677
VID_10727,1
VID_13319,1
VID_11538,101
VID_23606,556
VID_16780,634
VID_16704,1118
VID_17689,1722
VID_13997,5
VID_23252,628
VID_2316,616
VID_7160,31
VID_20175,31
VID_23646,5
VID_6348,6
VID_2251,10
VID_12654,4107
VID_22706,208
VID_14796,191
VID_51,13704
VID_973,181
VID_16241,9011
VID_12269,20
VID_19867,30
VID_3289,3907
VID_18656,10
VID_7118,77
VID_23420,2
VID_16163,6
VID_15300,838
VID_18321,86
VID_19595,226
VID_17240,2
VID_7385,138
VID_18598,3099
VID_10879,19
VID_14115,20
VID_21427,16
VID_3758,259
VID_3321,4
VID_6045,54
VID_20661,892
VID_8711,7
VID_18750,1036
VID_2458,461
VID_5620,11
VID_6824,44
VID_22940,1637
VID_6425,35
VID_17903,239
VID_14416,6
VID_2265,3
VID_16740,19
VID_17291,225
VID_14944,2
VID_13823,1358
VID_18886,355
VID_12117,1399
VID_9560,3
VID_8351,388
VID_10423,18
VID_1428,2099
VID_9201,10
VID_20259,225
VID_6723,86
VID_14005,93
VID_2982,1505
VID_16262,290
VID_23535,3087
VID_1170,10
VID_3334,9
VID_240,2
VID_11826,9561
VID_21086,786
VID_19131,25
VID_4413,1328
VID_18430,629
VID_3705,8
VID_1788,14327
VID_12413,3
VID_18749,13071
VID_16182,2684
VID_1103,3002
VID_21448,4
VID_1015,29520
VID_16883,2
VID_7406,3
VID_22175,10
VID_205,8
VID_3848,146
VID_16058,206
VID_3370,17
VID_2145,1311
VID_6743,2
VID_5430,2
VID_18043,4
VID_6515,225
VID_18544,96
VID_21075,781
VID_10220,5
VID_17715,2055
VID_125,1236
VID_19772,247
VID_20878,824
VID_11965,450
VID_23718,2523
VID_15547,1542
VID_18641,1053
VID_20070,404
VID_12694,462
VID_19989,188
VID_5880,5
VID_18755,157
VID_10949,49
VID_1905,2043
VID_299,1
VID_10501,1
VID_11485,37
VID_130,64
VID_10001,38
VID_1636,308
VID_318,1790
VID_2602,39
VID_2931,60
VID_5852,4
VID_8176,136
VID_6542,3817
VID_17319,3475
VID_20087,19
VID_507,395
VID_11894,4256
VID_19732,373
VID_5818,15
VID_22864,13
VID_8551,122
VID_5465,6
VID_20524,2164
VID_12829,51
VID_3114,9
VID_7754,1
VID_3466,5
VID_13560,2
VID_12048,115892
VID_16210,878
VID_19455,16
VID_16049,167
VID_19659,8151
VID_19451,441
VID_14956,1833
VID_13957,3
VID_12402,641
VID_18369,51
VID_7985,1
VID_16796,2
VID_2746,3
VID_10415,14
VID_16194,3
VID_23129,8
VID_516,8
VID_17525,167
VID_17972,28
VID_7927,112
VID_2944,13
VID_8195,6
VID_18973,508
VID_5849,13
VID_8494,408
